级别,编号,汉字,注音,词组,例句
1,1795,捉,zhuō,"捉迷藏,捕捉,捉拿,捉弄,捉住",下课后，我们开心地玩捉迷藏呀。
1,1796,捆,kǔn,"捆住,捆绑,捆扎,捆包,捆紧",妈妈把旧报纸捆扎在一起卖掉呀。
1,1797,捐,juān,"捐献,捐款,捐赠,募捐,捐助",大家纷纷捐款帮助灾区的小朋友呀。
1,1798,损,sǔn,"损坏,损失,破损,损耗,损人",不要损坏公物，要爱护公共财产呀。
1,1799,袁,yuán,"姓袁,袁家,袁氏,袁世凯,袁大头",袁是我国一个比较常见的姓氏呀。
1,1800,捌,bā,"捌拾,捌佰,捌仟,捌玖,贰捌",在账本里，捌是数字八的大写呀。
1,1801,都,"dōu, dū","首都,都会,都要,都市,都好",北京是我们伟大祖国的首都呀。
1,1802,哲,zhé,"哲学,哲人,明哲,哲理,先哲",这个小小的故事蕴含着深刻的哲理呀。
1,1803,逝,shì,"逝世,逝去,消逝,流逝,病逝",那位老爷爷去年逝世了真让人难过呀。
1,1804,捡,jiǎn,"捡到,捡起,捡拾,捡漏,捡破烂",我在路上捡到了一个钱包交给了警察呀。
1,1805,挫,cuò,"挫折,受挫,挫败,挫伤,毫不气挫",遇到挫折不要气馁，要勇敢面对呀。
1,1806,换,huàn,"交换,更换,变换,兑换,替换",我和同桌交换了各自的课外书呀。
1,1807,挽,wǎn,"挽回,挽留,挽救,挽手,挽歌",我努力挽回，但没能挽留住他呀。
1,1808,挚,zhì,"真挚,挚爱,挚友,挚情,诚恳挚",他们俩是真挚的好朋友呀。
1,1809,热,rè,"热闹,热爱,热情,热水,炎热",夏天的中午天气十分地炎热呀。
1,1810,恐,kǒng,"恐龙,惊恐,恐怖,恐怕,恐吓",博物馆里的恐龙骨架真壮观呀。
1,1811,捣,dǎo,"捣乱,捣蛋,捣毁,捣鼓,捣鬼",那个调皮的小弟弟总爱捣蛋呀。
1,1812,壶,hú,"水壶,茶壶,酒壶,喷壶,漏壶",妈妈用水壶烧了一壶开水呀。
1,1813,捅,tǒng,"捅破,捅刀子,捅开,捅咕,捅窝",我不小心把气球捅破了呀。
1,1814,埃,āi,"尘埃,埃尘,尘埃及,埃及,尘埃落定",阳光下飞舞着细小的尘埃呀。
1,1815,挨,"āi, ái","挨打,挨着,挨近,挨饿,挨骂",上课讲话被老师批评挨了骂呀。
1,1816,耻,chǐ,"不知羞耻,耻辱,可耻,羞耻,无耻",抄袭别人的作业是可耻的行为呀。
1,1817,耿,gěng,"忠心耿耿,耿直,耿耿,耿介,耿怀",他为人耿直，说话直来直去呀。
1,1818,耽,dān,"耽误,耽搁,耽心,耽溺,耽于",不要耽误了宝贵的学习时间呀。
1,1819,聂,niè,"姓聂,聂耳,聂氏,聂家,聂政",聂耳是中华人民共和国国歌的作曲者呀。
1,1820,恭,gōng,"恭恭敬敬,恭喜,恭敬,恭贺,谦恭",见到老师，我恭恭敬敬地行礼问好呀。
1,1821,莽,mǎng,"草莽,莽撞,莽草,鲁莽,莽汉",他做事莽撞，不考虑后果真不好呀。
1,1822,莱,lái,"莱芜,莱阳,莱菔,莱茵,蓬莱",蓬莱仙境的传说十分地美丽呀。
1,1823,莲,lián,"莲花,莲藕,莲子,睡莲,荷莲",夏天，池塘里的莲花开了真好看呀。
1,1824,莫,mò,"莫大,莫非,莫名其妙,莫如,莫逆",莫非明天真的会下一场大雨呀。
1,1825,莉,lì,"茉莉,茉莉花,茉莉茶,莉莉,莉萨",妈妈泡的茉莉花茶清香扑鼻真好喝呀。
1,1826,荷,"hé, hè","荷花,荷叶,荷塘,负荷,荷包",夏天，荷塘里的荷花亭亭玉立真美呀。
1,1827,获,huò,"获得,收获,获奖,捕获,获取",这次比赛我获得了第一名真开心呀。
1,1828,晋,jìn,"晋级,晋升,晋见,晋京,晋谒",他在比赛中晋级到了决赛真厉害呀。
1,1829,恶,"ě, è, wù","恶劣,恶人,罪恶,恶习,恶毒",我们要改掉生活中的不良恶习呀。
1,1830,莹,yíng,"晶莹剔透,莹白,莹润,莹莹,玉莹",这颗水晶晶莹剔透真好看呀。
1,1831,莺,yīng,"莺歌燕舞,黄莺,夜莺,莺啼,莺语",春天到了，黄莺在枝头唱歌真好听呀。
1,1832,真,zhēn,"真心诚意,真实,真正,真假,认真",做事要认真，不能马虎敷衍呀。
1,1833,框,kuàng,"框架,框框,边框,条框,门框",相框的边框是用木头做的呀。
1,1834,梆,bāng,"梆子,梆子戏,梆子腔,梆硬,梆响",奶奶喜欢听梆子戏真有意思呀。
1,1835,桂,guì,"桂花,桂圆,桂林,桂皮,桂冠",秋天，院子里的桂花开了真香呀。
1,1836,桔,jié,"桔子,柑桔,桔梗,桔汁,桔饼",秋天的桔子又黄又甜真好吃呀。
1,1837,栖,qī,"栖息,栖身,两栖,栖居,栖止",小鸟栖息在树枝上安静地休息呀。
1,1838,档,dàng,"档案,档次,档期,高档,低档",这些文件要好好地归档保存呀。
1,1839,桐,tóng,"梧桐,桐木,桐油,泡桐,油桐",院子里种着一棵高大的梧桐树呀。
1,1840,株,zhū,"一株,植株,株连,守株待兔,株距",院子里种着一株美丽的桃树呀。
1,1841,桥,qiáo,"桥梁,过桥,桥头,拱桥,天桥",这条河上建了一座宽阔的大桥呀。
1,1842,桦,huà,"白桦,桦木,桦树,桦甸,桦皮",北方的大山上长着许多白桦树呀。
1,1843,栓,shuān,"血栓,栓剂,栓塞,栓子,螺栓",自行车的螺栓松了要拧紧呀。
1,1844,桃,táo,"桃花,桃树,桃子,核桃,水蜜桃",春天，桃花开了粉红粉红真好看呀。
1,1845,格,gé,"格言,合格,性格,风格,格式",这句格言告诉我们要珍惜时间呀。
1,1846,桩,zhuāng,"木桩,桩子,树桩,打桩,桩基",那棵老树桩上长出了新芽呀。
1,1847,校,"jiào, xiào","学校,校长,校园,校服,校车",我们的学校又大又美丽真喜欢呀。
1,1848,核,"hé, hú","核心,核桃,核对,核算,审核",这道题的核心是要先理解题意呀。
1,1849,样,yàng,"样子,样本,同样,样板,那样",这个文具盒的样子真好看呀。
1,1850,根,gēn,"树根,根本,根据,根深叶茂,根基",大树的根深深地扎在泥土里呀。
1,1851,索,suǒ,"探索,索要,索赔,绳索,索道",科学家们勇敢地探索着宇宙奥秘呀。
1,1852,哥,gē,"哥哥,大哥,哥们,老哥,表哥",我的哥哥从小就十分地疼爱我呀。
1,1853,速,sù,"速度,快速,速成,迅速,火速",汽车在高速公路上飞速地行驶呀。
1,1854,逗,dòu,"逗号,逗留,逗乐,逗笑,引逗",小丑的表演逗得大家哈哈大笑呀。
1,1855,栗,lì,"栗子,板栗,战栗,不寒而栗,栗色",糖炒栗子又香又甜真好吃呀。
1,1856,贾,"gǔ, jiǎ","姓贾,贾家,贾氏,商贾,贾人",在古汉语里，贾也有商人的意思呀。
1,1857,酌,zhuó,"斟酌,酌情,酌量,酌办,参酌",这件事我们要仔细地斟酌后再决定呀。
1,1858,配,pèi,"配合,分配,搭配,配音,配方",同学们配合默契完成了任务呀。
1,1859,翅,chì,"翅膀,鸡翅,展翅,鱼翅,双翅",小鸟展开了翅膀飞向了蓝天呀。
1,1860,辱,rǔ,"耻辱,侮辱,辱骂,屈辱,荣辱",我们要知荣辱，做一个好孩子呀。
1,1861,唇,chún,"嘴唇,唇膏,唇齿,唇枪舌剑,口唇",冬天嘴唇干裂要涂一点唇膏呀。
1,1862,夏,xià,"夏天,夏季,夏令营,盛夏,夏夜",夏天到了，我们可以去游泳呀。
1,1863,砸,zá,"砸碎,砸锅,砸钱,砸开,砸伤",我不小心把碗砸碎了呀。
1,1864,砰,pēng,"砰砰,砰然,砰的一声,砰击",门砰的一声关上了，真吓人呀。
1,1865,砾,lì,"砾石,砂砾,瓦砾,砾岩,碎砾",工地上堆着许多碎砾石呀。
1,1866,础,chǔ,"基础,础石,基础,奠基,根基",学习要打好基础才能不断进步呀。
1,1867,破,pò,"破坏,打破,破损,破解,突破",我们不能破坏公共的财物呀。
1,1868,原,yuán,"原因,原来,草原,平原,原本",草原上牛羊成群真壮观呀。
1,1869,套,tào,"套子,圈套,外套,手套,成套",冬天，我戴上了温暖的手套呀。
1,1870,逐,zhú,"追逐,逐渐,逐一,逐个,逐字",他逐渐地适应了新的学习环境呀。
1,1871,烈,liè,"烈日炎炎,热烈,烈士,烈火,强烈",我们要缅怀为革命牺牲的烈士呀。
1,1872,殊,shū,"特殊,悬殊,特殊,殊途同归,殊荣",这个孩子有着特殊的才能呀。
1,1873,殉,xùn,"殉职,殉难,殉国,殉道,殉情",那位英雄为保卫国家殉职了呀。
1,1874,顾,gù,"照顾,回顾,顾虑,顾忌,兼顾",妈妈无微不至地照顾着生病的我呀。
1,1875,轿,jiào,"轿车,花轿,轿子,抬轿,轿夫",爸爸开着小轿车带我们去郊游呀。
1,1876,较,jiào,"计较,比较,较量,较真,较多",这两个数字比较起来差距不大呀。
1,1877,顿,dùn,"停顿,顿号,顿悟,整顿,困顿",他停顿了一下，接着继续往下说呀。
1,1878,毙,bì,"击毙,毙命,枪毙,毙伤,坐毙",警察击毙了那个持枪的歹徒呀。
1,1879,致,zhì,"专心致志,导致,致辞,精致,致富",专心致志地学习才能取得好成绩呀。
1,1880,柴,chái,"柴火,火柴,柴刀,木柴,劈柴",冬天，奶奶用柴火把屋子烧得暖烘烘呀。
1,1881,桌,zhuō,"桌子,书桌,餐桌,桌布,桌椅",教室的桌子上摆着崭新的课本呀。
1,1882,虑,lǜ,"深思熟虑,顾虑,考虑,忧虑,焦虑",考试前不要焦虑，要放松心情呀。
1,1883,监,"jiān, jiàn","监狱,监视,监考,监督,总监",考试时监考老师认真地巡视着呀。
1,1884,紧,jǐn,"紧要关头,紧急,紧张,抓紧,赶紧",比赛到了紧要关头，大家很紧张呀。
1,1885,党,dǎng,"党员,入党,党派,共产党,党组",共产党员要全心全意为人民服务呀。
1,1886,逞,chěng,"逞强,逞能,逞凶,不逞,得逞",不要逞强，做力所能及的事呀。
1,1887,晒,shài,"晾晒,晒太阳,晒干,晒黑,暴晒",周末，妈妈把被子拿出去晒太阳呀。
1,1888,眠,mián,"睡眠,失眠,安眠,催眠,长眠",良好的睡眠有助于身体健康呀。
1,1889,晓,xiǎo,"破晓,拂晓,知晓,晓得不晓,晓示",天刚破晓，农民伯伯就下地干活了呀。
1,1890,哮,xiào,"哮喘,哮吼,咆哮,哮鸣,喘哮",他从小有哮喘病，要注意保护呀。
1,1891,唠,"láo, lào","唠叨,唠嗑,唠家常,唠话,絮唠",奶奶总是唠唠叨叨地叮嘱我注意安全呀。
1,1892,鸭,yā,"鸭子,烤鸭,鸭蛋,野鸭,咸鸭蛋",春天，小鸭子在水里欢快地游呀。
1,1893,晃,"huǎng, huàng","摇晃,晃动,晃眼,晃荡,摇晃",风吹得树枝来回地晃动着呀。
1,1894,哺,bǔ,"哺乳,哺育,哺养,反哺,哺饲",妈妈辛苦地哺育着我慢慢长大呀。
1,1895,晌,shǎng,"晌午,半晌,后晌,前晌,歇晌",晌午时分，太阳高悬天空真热呀。
1,1896,剔,tī,"挑剔,剔除,剔牙,剔骨,剔透",不要对食物太挑剔要营养均衡呀。
1,1897,晕,"yūn, yùn","晕倒,头晕,晕车,晕船,发晕",他累得头晕目眩差点晕倒了呀。
1,1898,蚌,"bàng, bèng","蚌壳,蚌肉,鹬蚌相争,河蚌,海蚌",鹬蚌相争的故事告诉我们两败俱伤呀。
1,1899,畔,pàn,"河畔,湖畔,江畔,畔边,水畔",湖畔的柳树随风轻轻地摇摆着呀。
1,1900,蚣,gōng,"蜈蚣,蜈蚣草,蚣蝮,蜈蚣船",那只大蜈蚣有很多条腿真吓人呀。
1,1901,蚊,wén,"蚊子,蚊香,蚊帐,蚊虫,灭蚊",夏天点蚊香可以驱赶讨厌的蚊子呀。
1,1902,蚪,dǒu,"蝌蚪,蚪子,青蛙蚪,蝌蚪文",春天，小蝌蚪在水里游来游去真可爱呀。
1,1903,蚓,yǐn,"蚯蚓,蚓茧,蚓螈,曲蚓,地蚓",雨后，蚯蚓从泥土里钻了出来呀。
1,1904,哨,shào,"口哨,哨子,哨兵,吹哨,哨声",体育老师吹响了口哨集合大家呀。
1,1905,哩,"lī, li","哩啦,哩哩,哩哩啦啦,哩啦响",雨哩哩啦啦地下了一整天呀。
1,1906,圃,pǔ,"苗圃,花圃,菜圃,园圃,艺圃",爷爷家的苗圃里种着许多花苗呀。
1,1907,哭,kū,"哭泣,哭声,大哭,哭笑不得,痛哭",她感动得哭泣了起来流下了眼泪呀。
1,1908,哦,"é, ó, ò","哦呀,哦哦,哦呵,哦哦,哦了",哦，原来是这样，我明白了呀。
1,1909,恩,ēn,"恩情,感恩,恩人,恩惠,恩赐",我们要感恩父母的养育之恩呀。
1,1910,鸯,yāng,"鸳鸯,鸯鸯,鸯锦,鸯雏,鸯鸿",湖面上的鸳鸯成双成对真好看呀。
1,1911,唤,huàn,"呼唤,唤起,叫唤,召唤,使唤",妈妈在楼下大声地呼唤我回家呀。
1,1912,唁,yàn,"吊唁,唁电,慰唁,唁函,奠唁",大家去烈士陵园吊唁缅怀先烈呀。
1,1913,哼,"hēng, hng","哼唱,哼哼,哼唧,哼气,哼歌",姐姐一边走一边轻轻地哼唱着歌呀。
1,1914,唧,jī,"唧唧,唧咕,唧唧喳喳,唧哝,唧筒",小虫子在草丛里唧唧地叫着呀。
1,1915,啊,"ā, á, ǎ, à, a","啊呀,啊哈,啊啊,啊哟,啊呀",啊，这风景真是太美了呀！
1,1916,唉,"āi, ài","唉声叹气,唉呀,唉唉,唉呦",他唉声叹气地为做错的题懊恼呀。
1,1917,唆,suō,"教唆,唆使,挑唆,调唆,唆讼",不要教唆别人去做坏事呀。
1,1918,罢,"bà, ba","罢休,罢工,罢课,罢了,罢免",这件事没做好，我决不罢休呀。
1,1919,峭,qiào,"悬崖峭壁,陡峭,峭壁,峭立,冷峭",那座山的悬崖峭壁真险峻危险呀。
1,1920,峨,é,"巍峨,峨眉,峨嵋,峨冠,峨峨",巍峨的峨眉山风景十分地秀丽呀。
1,1921,峰,fēng,"顶峰,山峰,高峰,雪峰,峰峦",我们终于爬上了泰山的顶峰呀。
1,1922,圆,yuán,"圆满,圆形,圆圈,团圆,方圆",中秋佳节，一家人团圆真幸福呀。
1,1923,峻,jùn,"险峻,峻岭,峻峭,严峻,高山峻岭",这座山十分地险峻，爬起来不容易呀。
1,1924,贼,zéi,"贼眉鼠眼,贼心,盗贼,小偷贼,贼赃",那个小贼被警察抓住了真大快人心呀。
1,1925,贿,huì,"受贿,贿赂,行贿,受贿赂,贿选",受贿是违法的行为，要严厉打击呀。
1,1926,赂,lù,"贿赂,利赂,赂遗,赂买,遗赂",行贿赂赂是违法乱纪的行为呀。
1,1927,赃,zāng,"赃物,赃款,追赃,贪赃,销赃",警察追回了被盗的全部赃物呀。
1,1928,钱,qián,"钱财,零钱,花钱,赚钱,找钱",妈妈把钱存进了银行的账户里呀。
1,1929,钳,qián,"钳子,老虎钳,钳工,卡钳,钳制",爸爸用钳子修好了那把坏椅子呀。
1,1930,钻,"zuān, zuàn","钻洞,钻心,钻研,钻石,钻探",科学家们刻苦地钻研着新技术呀。
1,1931,钾,jiǎ,"氯化钾,钾盐,钾肥,钾矿,钾元素",给庄稼施钾肥能促进生长呀。
1,1932,铁,tiě,"钢铁,铁丝,铁锤,铁路,铁钉",工人们用铁锤叮叮当当地敲打着呀。
1,1933,铃,líng,"铃铛,铃声,电铃,门铃,摇铃",上课铃声响了我们赶紧回教室呀。
1,1934,铅,"qiān, yán","铅笔,铅球,铅字,铅灰,铅丝",我用铅笔画了一幅美丽的画呀。
1,1935,缺,quē,"缺少,缺乏,缺口,缺失,欠缺",沙漠里最缺少的就是水源呀。
1,1936,氧,yǎng,"氧气,缺氧,氧化,充氧,液氧",人离开氧气就无法生存下去呀。
1,1937,氨,ān,"氨水,氨气,氨水,液氨,氨茶碱",氨气有一种刺鼻的难闻气味呀。
1,1938,特,tè,"特别,特殊,特色,特意,特点",每个孩子都有自己的独特特点呀。
1,1939,牺,xī,"牺牲,牲牺,牺牲品,牺牛,牺尊",烈士们为祖国牺牲了宝贵生命呀。
1,1940,造,zào,"造句,制造,创造,建造,打造",我们要用双手创造美好的未来呀。
1,1941,乘,chéng,"乘风破浪,乘法,乘客,乘坐,乘车",我们乘坐公交车去动物园玩呀。
1,1942,敌,dí,"敌我不分,敌人,敌对,无敌,抵抗",解放军英勇地抵抗着敌人的进攻呀。
1,1943,秤,chèng,"秤砣,磅秤,台秤,电子秤,秤杆",妈妈用秤称了称苹果的重量呀。
1,1944,租,zū,"租车,租金,租房,出租,租赁",我们租了一辆车去郊外游玩呀。
1,1945,积,jī,"积极,积累,积攒,积雪,面积",我们要积极地参加各种活动呀。
1,1946,秧,yāng,"秧苗,插秧,秧歌,秧田,瓜秧",春天，农民在水田里插秧苗呀。
1,1947,秩,zhì,"秩序,秩次,秩级,满秩,无秩",上课要保持良好的秩序不能乱呀。
1,1948,称,"chèn, chēng","称赞,称呼,名称,俗称,称重",老师称赞他是一个好孩子呀。
1,1949,秘,"bì, mì","秘密,秘书,秘诀,秘方,神秘",这是我和好朋友之间的秘密呀。
1,1950,透,tòu,"透明,透过,透气,渗透,看透",玻璃窗十分地透明明亮呀。
1,1951,笔,bǐ,"毛笔,钢笔,笔记,笔画,笔直",我用毛笔认真地写了一个大字呀。
1,1952,笑,xiào,"笑容,笑声,微笑,可笑,欢笑",老师笑容满面地走进教室真亲切呀。
1,1953,笋,sǔn,"竹笋,春笋,笋干,芦笋,笋尖",春天，雨后的竹笋长得真快呀。
1,1954,债,zhài,"债务,欠债,还债,债主,背债",欠债还钱是天经地义的事情呀。
1,1955,借,jiè,"借书,借用,借给,借钱,凭借",我从图书馆借了一本有趣的书呀。
1,1956,值,zhí,"值班,值得,值日,价值,增值",今天轮到我值日打扫教室呀。
1,1957,倚,yǐ,"倚靠,倚仗,倚老卖老,倚门,偏倚",不要倚老卖老，要尊重别人呀。
1,1958,俺,ǎn,"俺们,俺家,俺村,俺娘,俺哥",俺们村子里的小朋友真多呀。
1,1959,倾,qīng,"倾盆大雨,倾斜,倾心,倾诉,倾听",我认真地倾听着老师的教导呀。
1,1960,倒,"dǎo, dào","倒水,打倒,倒下,倒退,倒车",我给爷爷倒了一杯热茶呀。
1,1961,倘,tǎng,"倘若,倘使,倘然,倘或,倘来",倘若明天天气好，我们就去春游呀。
1,1962,俱,"jū, jù","面面俱到,俱乐部,俱备俱全,俱增,俱是",运动会的各项准备都已俱备了呀。
1,1963,倡,chàng,"倡导,倡议,提倡,倡言,倡优",老师倡导我们要多读好书呀。
1,1964,候,hòu,"等候,时候,问候,候车,气候",现在是什么时候了，快迟到了呀。
1,1965,赁,lìn,"租赁,租赁,租金,赁金,僦赁",我们租赁了一间教室办活动呀。
1,1966,俯,fǔ,"俯视,俯瞰,俯冲,俯首,俯仰",站在山顶俯瞰，风景真壮观呀。
1,1967,倍,bèi,"加倍,倍数,倍增,加倍,十倍",我要加倍努力取得更好的成绩呀。
1,1968,倦,juàn,"疲倦,倦意,倦怠,倦容,厌倦",跑完步我十分地疲倦想休息呀。
1,1969,健,jiàn,"健康,健壮,健美,健将,健全",经常锻炼才能有健康的身体呀。
1,1970,臭,"chòu, xiù","臭气,臭味,臭氧,口臭,腋臭",那个垃圾堆散发着难闻的臭味呀。
1,1971,射,shè,"射击,发射,放射,喷射,照射",太阳的光芒照射着大地真温暖呀。
1,1972,躬,gōng,"鞠躬尽瘁,鞠躬,躬身,躬亲,弯躬",升旗时，大家恭敬地鞠躬行礼呀。
1,1973,息,xī,"休息,气息,平息,信息,消息",下课了，我们去走廊休息一会儿呀。
1,1974,倔,"jué, juè","倔强,倔头,倔脑,倔脾气,倔劲",他的脾气倔强，不肯认错呀。
1,1975,徒,tú,"徒弟,师生,学徒,暴徒,赌徒",那位老师傅有许多的徒弟呀。
1,1976,徐,xú,"清风徐来,徐徐,徐行,徐步,徐缓",清风徐来，让人感觉十分地舒服呀。
1,1977,殷,"yān, yīn","殷切,殷实,殷勤,殷红,殷商",老师对我们寄予了殷切的期望呀。
1,1978,舰,jiàn,"军舰,舰队,战舰,舰长,舰艇",我国的海军舰队十分地强大呀。
1,1979,舱,cāng,"船舱,机舱,客舱,货舱,舱位",轮船的客舱里坐满了乘客呀。
1,1980,般,bān,"这般,一般,百般,般的,那样般",这道题一般同学都会做呀。
1,1981,航,háng,"航行,航海,航空,航班,宇航",飞机在蓝天上航行飞向远方呀。
